Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,floor_number,total_floor,Area Locality Encoded
2022-07-06,0,7500,450,Ground out of 2,2,Mugalivakkam,1,2,1,1,2,0.0,2.0,1291
2022-07-06,1,12500,400,1 out of 4,2,Karanai,1,2,1,2,2,1.0,4.0,957
2022-07-02,2,16000,900,Ground out of 2,2,Chennai,1,1,1,2,2,0.0,2.0,391
2022-06-24,1,16000,935,2 out of 2,1,Porur,1,2,0,2,2,2.0,2.0,1544
2022-05-21,0,8500,450,Ground out of 1,2,Thoraipakkam,1,2,1,1,2,0.0,1.0,1997
2022-07-10,1,30000,1020,1 out of 11,1,"Chromepet, GST Road",1,0,1,2,0,1.0,11.0,423
2022-05-29,2,16000,1280,Ground out of 2,2,Kodungaiyur East,1,1,1,2,2,0.0,2.0,1016
2022-07-04,0,5700,450,Ground out of 1,1,Anakaputhur,1,1,2,1,2,0.0,1.0,100
2022-05-01,1,18000,1120,2 out of 4,2,Porur,1,1,1,2,2,2.0,4.0,1544
2022-06-29,1,15000,1000,1 out of 3,2,Varadharajapuram,1,1,1,2,2,1.0,3.0,2055
2022-06-02,1,7500,1000,2 out of 3,2,Guduvancheri,1,1,1,2,2,2.0,3.0,670
2022-06-14,1,9000,750,1 out of 3,2,"Korattur, Jawaharlal Nehru Road",1,2,1,2,2,1.0,3.0,1035
2022-06-14,1,13000,1000,2 out of 4,2,"Chetpet, PH Road",1,1,1,2,2,2.0,4.0,393
2022-05-07,2,25000,1100,Ground out of 2,2,Triplicane,1,2,1,2,2,0.0,2.0,2017
2022-05-29,2,130000,3000,1 out of 4,2,Thiruvanmiyur,1,0,1,3,0,1.0,4.0,1995
2022-05-12,1,13000,650,Ground out of 3,2,"Kattupakkam, PH Road",1,1,1,2,2,0.0,3.0,972
2022-06-02,2,20000,1500,1 out of 3,1,Tambaram East,1,1,1,3,2,1.0,3.0,1958
2022-05-06,0,18000,500,1 out of 4,2,"George Town, PH Road",1,2,1,1,2,1.0,4.0,623
2022-06-18,1,8000,700,1 out of 2,2,Avadi,1,2,1,1,2,1.0,2.0,165
2022-06-22,0,16000,450,3 out of 3,2,"Korattur, Jawaharlal Nehru Road",1,0,1,1,2,3.0,3.0,1035
2022-05-18,1,18000,700,1 out of 2,1,Choolaimedu,1,2,0,2,0,1.0,2.0,420
2022-06-07,1,19000,1250,1 out of 2,2,"Okkiyam Thuraipakkam, E Coast Road",1,1,2,2,2,1.0,2.0,1432
2022-05-06,1,7500,700,1 out of 2,2,Madambakkam,1,2,1,2,2,1.0,2.0,1142
2022-05-12,1,15000,650,2 out of 3,2,Ponniammanmedu,1,1,1,2,2,2.0,3.0,1540
2022-06-10,1,19000,850,1 out of 3,2,Choolaimedu,1,1,1,2,2,1.0,3.0,420
2022-06-28,1,10000,750,1 out of 2,1,Medavakkam,1,2,0,2,2,1.0,2.0,1251
2022-05-06,2,45000,1780,1 out of 5,2,"Kamaraj Nagar-Thiruvanmiyur, E Coast Road",1,1,1,3,2,1.0,5.0,926
2022-05-02,1,20000,980,3 out of 3,2,Perumbakkam,1,2,1,2,2,3.0,3.0,1523
2022-07-07,1,7500,700,1 out of 2,2,"Alapakkam, Porur",1,2,1,2,2,1.0,2.0,65
2022-07-07,1,14000,600,2 out of 7,1,Mahindra World City,1,1,1,2,0,2.0,7.0,1174
2022-05-20,1,5000,800,Ground out of 2,2,Ayappakkam,1,2,1,2,2,0.0,2.0,171
2022-07-02,1,20000,1500,Ground out of 1,2,Iyyappanthangal,1,1,1,2,2,0.0,1.0,809
2022-05-20,2,15000,1402,2 out of 4,1,Polacheri,1,1,1,3,2,2.0,4.0,1536
2022-07-06,2,75000,1500,2 out of 4,1,T Nagar,1,1,1,3,0,2.0,4.0,1946
2022-06-23,2,30000,1300,19 out of 19,2,Navalur,1,0,1,3,2,19.0,19.0,1359
2022-07-10,2,30000,1484,9 out of 12,1,Porur,1,1,1,3,0,9.0,12.0,1544
2022-05-28,0,12500,630,1 out of 1,1,"VGP Seethapathy Nagar, Velachery",1,1,0,1,2,1.0,1.0,2043
2022-07-10,1,24000,1150,5 out of 11,1,"Chromepet, GST Road",1,1,1,2,0,5.0,11.0,423
2022-06-25,1,10000,800,1 out of 2,1,Tambaram East,1,2,2,2,2,1.0,2.0,1958
2022-06-17,1,12000,600,Ground out of 1,1,Saidapet,1,1,0,2,2,0.0,1.0,1745
2022-06-10,2,45000,2200,4 out of 4,2,KK Nagar,1,2,1,3,0,4.0,4.0,881
2022-05-29,1,10500,950,1 out of 2,2,Madambakkam,1,1,1,2,2,1.0,2.0,1142
2022-06-18,1,6250,700,Ground out of 1,2,Pattabiram,1,2,1,2,2,0.0,1.0,1512
2022-06-16,0,6000,450,2 out of 4,2,Sholinganallur,1,1,1,1,2,2.0,4.0,1849
2022-06-29,0,7500,150,1 out of 3,1,Choolaimedu,1,2,0,1,2,1.0,3.0,420
2022-07-04,0,6300,360,Ground out of 1,2,"Erukkancheri, Kodungaiyur West",1,2,1,1,2,0.0,1.0,565
2022-06-24,0,7000,750,2 out of 3,2,Mangadu,1,1,1,1,2,2.0,3.0,1209
2022-07-04,1,14000,1065,1 out of 2,2,Madipakkam,1,1,2,2,2,1.0,2.0,1152
2022-06-14,1,10000,650,1 out of 2,2,Tiruvottiyur,1,2,1,2,2,1.0,2.0,2006
2022-07-10,1,30000,1140,2 out of 16,1,Iyyappanthangal,1,1,1,2,0,2.0,16.0,809
2022-06-07,2,16000,1525,6 out of 29,1,Thalambur,1,1,2,3,2,6.0,29.0,1977
2022-06-21,2,22000,1450,8 out of 10,1,Old Mahabalipuram Road,1,0,1,3,2,8.0,10.0,1436
2022-06-03,1,14000,1200,Ground out of 3,1,Siruseri,1,1,0,2,2,0.0,3.0,1876
2022-06-18,1,18000,1100,Ground out of 3,2,"Purasawalkam, PH Road",1,1,1,2,2,0.0,3.0,1575
2022-06-18,1,10500,700,2 out of 3,2,Ponniammanmedu,1,1,2,2,2,2.0,3.0,1540
2022-07-01,0,6000,600,1 out of 2,1,"RE Nagar, Porur",1,2,2,1,2,1.0,2.0,1591
2022-05-31,2,20000,1200,1 out of 2,1,Indira Colony,1,2,1,2,2,1.0,2.0,788
2022-06-17,2,90000,2100,2 out of 4,1,Alwarpet,1,2,0,3,0,2.0,4.0,81
2022-05-29,1,13500,950,3 out of 4,2,"Potheri, Kattankulathur",1,1,1,2,2,3.0,4.0,1546
2022-06-23,0,7000,800,2 out of 2,1,Jalladian Pet,1,1,1,1,2,2.0,2.0,831
2022-05-27,1,12500,900,1 out of 1,1,Ambattur,1,2,0,2,2,1.0,1.0,86
2022-05-06,1,15000,805,Ground out of 2,2,Kodambakkam,1,1,1,2,2,0.0,2.0,1011
2022-06-29,1,14000,800,1 out of 2,1,"Vetri Nagar, Perambur",1,2,0,2,2,1.0,2.0,2080
2022-06-16,1,28000,2300,Ground out of 3,1,Velachery,1,0,0,2,2,0.0,3.0,2071
2022-05-24,1,9500,1200,Ground out of 1,2,"Moulivakkam, Moulivakkam",1,1,1,2,2,0.0,1.0,1284
2022-06-22,2,16000,1200,1 out of 3,1,"Ayyappa Nagar, Pallavaram",1,1,1,2,2,1.0,3.0,173
2022-07-08,3,120000,4000,9 out of 9,2,Perungudi,1,1,0,4,0,9.0,9.0,1525
2022-06-20,2,20000,1500,Lower Basement out of 1,1,Oragadam,1,2,1,2,2,0.0,1.0,1451
2022-07-06,0,21000,500,7 out of 11,1,Pallavaram,1,0,1,1,0,7.0,11.0,1474
2022-05-20,1,22000,1050,2 out of 3,2,Velachery,1,1,1,2,2,2.0,3.0,2071
2022-06-17,3,120000,2550,3 out of 4,1,"Adyar, Sardar Patel Road",1,1,0,4,0,3.0,4.0,42
2022-07-07,1,15000,650,1 out of 3,1,Kilpauk,1,2,0,2,2,1.0,3.0,1004
2022-06-10,0,5000,800,1 out of 1,1,Kovur,1,2,1,1,2,1.0,1.0,1043
2022-07-06,1,15000,1000,1 out of 3,2,Iyyappanthangal,1,2,1,2,2,1.0,3.0,809
2022-07-06,1,19000,900,2 out of 3,2,Choolaimedu,1,1,1,2,2,2.0,3.0,420
2022-07-01,2,37500,1475,1 out of 4,2,"Adyar, Sardar Patel Road",1,1,1,3,2,1.0,4.0,42
2022-06-18,0,8000,360,Lower Basement out of 1,2,Mogappair West,1,1,1,1,2,0.0,1.0,1275
2022-06-15,2,45000,1600,4 out of 4,1,"Adyar, Sardar Patel Road",1,2,1,3,0,4.0,4.0,42
2022-07-06,0,5000,550,Ground out of 1,2,Perumbakkam,1,2,1,1,2,0.0,1.0,1523
2022-07-06,2,30000,1800,Ground out of 2,2,Kolathur,1,2,0,2,2,0.0,2.0,1023
2022-07-01,1,17000,1000,Ground out of 2,2,"Kesari Nagar, Adambakkam",1,2,1,2,2,0.0,2.0,988
2022-06-18,1,15000,700,Ground out of 2,2,Karapakkam,1,0,1,2,2,0.0,2.0,958
2022-06-10,0,3500,500,1 out of 2,2,Thirunagar,1,1,1,1,2,1.0,2.0,1992
2022-06-11,2,25000,1132,10 out of 16,2,"Korattur, Jawaharlal Nehru Road",1,1,1,2,0,10.0,16.0,1035
2022-05-06,2,17000,1400,28 out of 31,1,Old Mahabalipuram Road,1,1,1,3,2,28.0,31.0,1436
2022-05-05,4,50000,3300,Ground out of 2,2,"Valasaravakkam, Arcot Road",1,1,1,5,2,0.0,2.0,2050
2022-05-13,2,22000,1400,3 out of 4,1,Chembarambakkam,1,1,1,3,2,3.0,4.0,387
2022-04-30,1,12000,800,1 out of 3,2,Ambattur,1,1,1,2,2,1.0,3.0,86
2022-06-12,2,10000,80,3 out of 3,1,Pudupakkam,1,1,1,2,2,3.0,3.0,1568
2022-05-09,2,10000,1000,1 out of 8,1,"Kelambakkam, Old Mahabalipuram Road",1,1,1,3,2,1.0,8.0,978
2022-06-18,1,26000,1020,3 out of 17,2,Vadapalani,1,1,1,2,0,3.0,17.0,2046
2022-07-08,1,9000,500,Ground out of 2,1,"Vengaivasal, Medavakkam",1,0,1,2,2,0.0,2.0,2073
2022-04-30,1,12000,900,1 out of 2,2,Keelkattalai,1,0,1,2,2,1.0,2.0,977
2022-06-25,1,8500,600,1 out of 2,1,58 block,1,2,1,1,2,1.0,2.0,10
2022-07-02,1,7000,1100,3 out of 4,2,Old Mahabalipuram Road,1,2,1,2,2,3.0,4.0,1436
2022-07-07,1,12000,1200,1 out of 1,1,mahindra city,1,2,2,3,2,1.0,1.0,2204
2022-05-30,1,12000,650,2 out of 2,1,Old Washermanpet,1,2,1,2,2,2.0,2.0,1440
2022-06-25,1,26000,900,Ground out of 4,2,Velachery,1,1,1,2,2,0.0,4.0,2071
2022-04-30,2,13000,100,1 out of 2,1,Ambattur railway station,1,2,1,2,2,1.0,2.0,88
2022-07-06,1,30000,1100,Ground out of 4,1,Nandanam Extension,1,2,1,2,2,0.0,4.0,1345
2022-05-09,1,30000,585,1 out of 5,2,Pallavaram,1,2,1,2,2,1.0,5.0,1474
2022-06-14,1,12000,740,2 out of 3,2,Madipakkam,1,2,1,2,2,2.0,3.0,1152
2022-05-20,0,10000,550,2 out of 3,2,Guindy,1,2,1,1,2,2.0,3.0,671
2022-05-20,1,13000,786,1 out of 3,2,"Villivakkam, Jawaharlal Nehru Road",1,0,1,2,2,1.0,3.0,2104
2022-05-25,1,13000,1100,2 out of 4,1,Irumbuliyur,1,2,2,2,2,2.0,4.0,800
2022-06-29,2,40000,1500,2 out of 4,2,Virugambakkam,1,1,0,3,0,2.0,4.0,2118
2022-06-29,2,25000,1440,3 out of 6,1,Mahindra World City,1,1,1,3,2,3.0,6.0,1174
2022-05-29,0,8000,700,2 out of 2,2,Ayanavaram,1,1,1,1,2,2.0,2.0,170
2022-06-22,0,6000,450,Ground out of 2,2,Kallikuppam,1,2,1,1,2,0.0,2.0,917
2022-06-10,2,17000,1200,1 out of 3,2,Velachery,1,1,1,2,2,1.0,3.0,2071
2022-06-13,2,17000,1785,9 out of 12,2,Old Mahabalipuram Road,1,1,2,3,2,9.0,12.0,1436
2022-06-22,1,15000,1050,1 out of 3,2,Kovilambakkam,1,1,1,2,2,1.0,3.0,1041
2022-06-10,1,8500,700,2 out of 7,2,"Tirumudivakkam, Thiruvanmiyur",1,1,1,1,2,2.0,7.0,2002
2022-04-30,1,8500,450,1 out of 2,1,"Suriyammapet, Saidapet",1,2,1,1,2,1.0,2.0,1937
2022-06-06,1,11000,803,1 out of 2,2,"Moulivakkam, Moulivakkam",1,1,1,2,2,1.0,2.0,1284
2022-06-29,2,60000,1800,9 out of 9,2,in Saligramam,1,1,0,3,0,9.0,9.0,2191
2022-07-06,1,18000,985,1 out of 4,1,Selaiyur,1,2,0,2,2,1.0,4.0,1804
2022-07-10,3,70000,2880,9 out of 19,2,Thoraipakkam,1,1,0,3,0,9.0,19.0,1997
2022-07-03,1,10000,850,2 out of 2,2,Madambakkam,1,2,0,2,2,2.0,2.0,1142
2022-07-02,2,20000,1100,1 out of 2,1,independent Apartment dhandeeshwatam nagar velachery,1,2,1,2,2,1.0,2.0,2196
2022-05-06,1,16000,1100,Ground out of 2,2,Madipakkam,1,1,1,2,2,0.0,2.0,1152
2022-05-06,1,10000,1500,Ground out of 2,2,"Tambaram, GST Road",1,0,1,2,2,0.0,2.0,1961
2022-06-08,2,100000,1975,12 out of 18,2,"Egmore, PH Road",1,1,2,3,0,12.0,18.0,551
2022-04-30,0,7000,400,1 out of 2,2,"Saraswathi Nagar-Neelankarai, Neelankarai, E Coast Road",1,2,1,1,2,1.0,2.0,1785
2022-05-06,1,17000,914,Ground out of 2,2,Adambakkam,1,1,1,2,2,0.0,2.0,31
2022-05-06,1,17000,1000,2 out of 2,2,Velachery,1,1,1,2,2,2.0,2.0,2071
2022-05-06,2,39000,1170,Ground out of 3,2,Teynampet,1,1,1,2,2,0.0,3.0,1971
2022-05-21,0,6500,350,Ground out of 1,2,Mugalivakkam,1,2,1,1,2,0.0,1.0,1291
2022-06-15,2,15000,1120,1 out of 2,1,BHEL Nagar-Medavakkam,1,2,0,2,2,1.0,2.0,182
2022-06-22,1,17000,1100,Ground out of 1,2,"Puzhuthivakkam, Madipakkam",1,2,1,2,2,0.0,1.0,1585
2022-05-06,0,6800,500,Ground out of 3,2,Thiruverkkadu,1,2,1,1,2,0.0,3.0,1996
2022-05-20,2,110000,1435,5 out of 15,2,Nungambakkam,1,0,1,3,2,5.0,15.0,1418
2022-05-25,0,8500,200,1 out of 3,1,Arumbakkam,1,1,1,1,2,1.0,3.0,141
2022-07-10,2,65000,1444,11 out of 14,2,Nungambakkam,1,1,0,3,0,11.0,14.0,1418
2022-06-20,0,7500,350,1 out of 3,2,Kilpauk,1,1,1,1,2,1.0,3.0,1004
2022-05-20,1,10000,800,1 out of 3,2,Perumbakkam,1,1,1,2,2,1.0,3.0,1523
2022-05-25,2,34000,1503,3 out of 7,1,Ram Nagar-Nanganallur,1,1,2,2,2,3.0,7.0,1641
2022-06-22,2,17000,1200,Ground out of 2,2,Selaiyur,1,2,1,3,2,0.0,2.0,1804
2022-06-27,2,23000,900,2 out of 3,1,"Loganathan Colony, Mylapore",1,2,0,2,2,2.0,3.0,1129
2022-05-20,0,17000,625,4 out of 10,2,Iyyappanthangal,1,1,1,1,2,4.0,10.0,809
2022-05-06,1,8500,860,1 out of 3,2,Vandalur,1,1,1,2,2,1.0,3.0,2053
2022-05-06,1,10000,960,1 out of 2,2,"Chromepet, GST Road",1,2,1,2,2,1.0,2.0,423
2022-05-06,1,8000,550,1 out of 3,2,"Perungalathur, Chennai Bypass Road",1,2,0,1,2,1.0,3.0,1524
2022-05-06,2,30000,1000,Ground out of 2,2,"Egmore, PH Road",1,1,1,3,2,0.0,2.0,551
2022-05-06,0,15000,520,1 out of 3,2,Vadapalani,1,1,1,1,2,1.0,3.0,2046
2022-06-10,2,25000,1500,1 out of 2,2,Arumbakkam,1,2,1,2,0,1.0,2.0,141
2022-05-06,1,16500,966,1 out of 3,2,Kolathur,1,1,1,2,2,1.0,3.0,1023
2022-05-06,2,40000,1400,1 out of 2,2,Semmancheri,1,1,1,3,2,1.0,2.0,1806
2022-05-06,2,15000,1300,2 out of 7,2,Sriperumbudur,1,1,1,2,2,2.0,7.0,1903
2022-06-05,2,12000,1062,2 out of 3,2,Pudupakkam,1,1,1,2,2,2.0,3.0,1568
2022-04-30,2,35000,1850,2 out of 3,1,Thoraipakkam,1,1,0,3,2,2.0,3.0,1997
2022-04-30,1,8000,600,2 out of 3,1,Ambattur,1,2,1,2,2,2.0,3.0,86
2022-06-25,1,11000,1000,1 out of 2,2,Poonamallee,1,1,1,2,2,1.0,2.0,1542
2022-05-25,2,20000,1065,4 out of 5,2,Washermanpet,1,1,1,3,2,4.0,5.0,2137
2022-07-02,2,17000,950,Ground out of 2,1,"Kattupakkam, PH Road",1,2,0,3,2,0.0,2.0,972
2022-06-10,1,9000,740,1 out of 2,2,Chitlapakkam,1,2,2,2,2,1.0,2.0,414
2022-05-25,1,16500,700,Ground out of 3,2,Ashok Nagar,1,1,1,2,2,0.0,3.0,146
2022-06-19,1,12000,880,1 out of 3,1,Thiruneermalai,1,2,2,2,2,1.0,3.0,1993
2022-05-24,1,12500,890,3 out of 11,2,"Padur, Old Mahabalipuram Road",1,2,0,2,2,3.0,11.0,1464
2022-07-03,1,25000,1100,2 out of 2,2,Besant Nagar,1,2,1,2,2,2.0,2.0,272
2022-05-25,1,15000,700,1 out of 3,2,Ambattur,1,0,1,2,2,1.0,3.0,86
2022-06-10,2,14000,1155,15 out of 19,2,Old Mahabalipuram Road,1,2,1,2,2,15.0,19.0,1436
2022-06-16,2,72000,1500,2 out of 4,1,"R.A Puram, Mandaiveli",1,1,0,3,0,2.0,4.0,1590
2022-06-19,0,10000,550,Ground out of 4,2,Ambattur,1,2,1,1,2,0.0,4.0,86
2022-05-25,1,17000,1000,1 out of 5,2,Mogappair East,1,1,1,2,2,1.0,5.0,1274
2022-07-11,1,12000,550,Ground out of 1,2,Choolaimedu,1,2,1,2,2,0.0,1.0,420
2022-05-27,2,72000,2900,8 out of 9,1,MRC Nagar,1,1,0,3,0,8.0,9.0,1140
2022-05-25,2,26000,2100,1 out of 4,2,Sholinganallur,1,1,1,2,0,1.0,4.0,1849
2022-07-02,1,10500,1000,Ground out of 1,2,"Perungalathur, Chennai Bypass Road",1,2,1,2,2,0.0,1.0,1524
2022-06-28,1,15000,800,Ground out of 2,2,Anakaputhur,1,2,1,1,2,0.0,2.0,100
2022-06-23,1,8500,900,1 out of 1,1,"Valasaravakkam, Arcot Road",1,2,0,1,2,1.0,1.0,2050
2022-07-07,1,10000,800,2 out of 2,1,Kovilambakkam,1,1,1,2,2,2.0,2.0,1041
2022-06-14,1,10000,1015,Ground out of 2,2,Poonamallee,1,1,1,3,2,0.0,2.0,1542
2022-06-11,2,25000,1700,7 out of 9,2,"Urapakkam, Vandalur R.F, GST Road",1,1,1,3,2,7.0,9.0,2035
2022-05-12,0,10000,850,Ground out of 1,2,Madambakkam,1,2,1,1,2,0.0,1.0,1142
2022-06-18,1,13000,1260,Ground out of 1,2,Porur,1,1,1,3,2,0.0,1.0,1544
2022-05-06,1,16000,800,1 out of 2,2,Nanganallur,1,1,1,2,2,1.0,2.0,1348
2022-06-29,0,5000,550,1 out of 1,1,5000,1,2,1,1,2,1.0,1.0,9
2022-06-17,1,9500,800,1 out of 2,1,"Ask Nagar, Adambakkam",1,1,1,2,2,1.0,2.0,153
2022-06-07,2,18000,1200,1 out of 1,1,Nesapakkam,1,1,0,2,2,1.0,1.0,1377
2022-05-19,2,24000,1570,Ground out of 2,2,Selaiyur,1,1,1,3,2,0.0,2.0,1804
2022-06-04,0,6166,570,Ground out of 2,2,Mangadu,1,1,1,1,2,0.0,2.0,1209
2022-07-06,1,20000,900,3 out of 3,2,Anna Nagar West,1,1,1,2,2,3.0,3.0,121
2022-07-06,1,13000,700,Ground out of 2,2,Chintadripet,1,2,1,2,2,0.0,2.0,409
2022-06-29,0,8000,500,Ground out of 1,2,"Villivakkam, Jawaharlal Nehru Road",1,2,1,1,2,0.0,1.0,2104
2022-05-25,1,18000,1000,1 out of 2,2,Sholinganallur,1,2,1,2,2,1.0,2.0,1849
2022-05-18,1,20000,700,Ground out of 2,1,Mambalam West,1,2,1,2,2,0.0,2.0,1195
2022-05-06,1,14000,690,Ground out of 2,2,Velachery,1,2,1,1,2,0.0,2.0,2071
2022-07-03,1,15000,100,2 out of 2,1,Mogappair East,1,1,2,2,2,2.0,2.0,1274
2022-07-10,2,25000,1200,9 out of 11,1,"Chromepet, GST Road",1,1,1,3,0,9.0,11.0,423
2022-06-29,1,26000,1200,1 out of 3,1,Nungambakkam,1,1,0,2,0,1.0,3.0,1418
2022-06-06,1,9000,800,Ground out of 2,2,Mudichur,1,2,1,2,2,0.0,2.0,1290
2022-07-10,2,15000,1157,4 out of 8,2,"Kelambakkam, Old Mahabalipuram Road",1,2,1,3,2,4.0,8.0,978
2022-05-01,1,15000,780,1 out of 2,2,Velachery,1,1,1,2,2,1.0,2.0,2071
2022-06-18,2,130000,2792,5 out of 9,2,Kellys,1,0,1,5,2,5.0,9.0,979
2022-04-30,0,7500,500,Ground out of 2,2,Pallikaranai,1,2,1,1,2,0.0,2.0,1475
2022-06-02,1,9500,750,1 out of 3,2,Perumbakkam,1,2,1,2,2,1.0,3.0,1523
2022-06-02,5,60000,1800,1 out of 3,2,Besant Nagar,1,0,1,6,2,1.0,3.0,272
2022-06-02,0,7000,500,Ground out of 3,2,Koyambedu,1,1,1,1,2,0.0,3.0,1044
2022-06-14,1,23000,1153,15 out of 19,2,Mangadu,1,1,2,2,2,15.0,19.0,1209
2022-07-06,0,18000,500,1 out of 2,2,Anna Nagar,1,0,1,1,2,1.0,2.0,119
2022-07-02,2,18000,1000,7 out of 18,1,"Kelambakkam, Old Mahabalipuram Road",1,2,1,2,2,7.0,18.0,978
2022-05-06,0,6000,510,1 out of 2,2,"Madhavaram, Guntur Chennai Highway",1,2,1,1,2,1.0,2.0,1146
2022-05-19,1,13000,730,2 out of 2,1,Keelkattalai,1,1,2,2,2,2.0,2.0,977
2022-05-25,1,15000,950,Ground out of 3,2,Velachery,1,2,1,2,2,0.0,3.0,2071
2022-05-20,1,10000,730,2 out of 3,2,"Santhosapuram, Medavakkam",1,1,1,2,2,2.0,3.0,1778
2022-07-08,2,22000,1400,1 out of 3,2,"Madhavaram, Guntur Chennai Highway",1,1,1,2,2,1.0,3.0,1146
2022-05-20,1,10000,900,1 out of 3,2,Poonamallee,1,1,1,2,2,1.0,3.0,1542
2022-05-06,0,6500,506,1 out of 2,2,Pallikaranai,1,2,1,1,2,1.0,2.0,1475
2022-04-30,1,7000,749,2 out of 4,2,Thandalam,1,2,1,2,2,2.0,4.0,1980
2022-07-08,0,18000,520,2 out of 4,2,T Nagar,1,1,1,1,2,2.0,4.0,1946
2022-06-13,1,7000,850,1 out of 1,2,Padapai,1,2,1,2,2,1.0,1.0,1459
2022-05-05,1,22000,1000,2 out of 3,2,"Lake Area, Nungambakkam",1,1,2,2,2,2.0,3.0,1081
2022-06-18,0,7000,600,1 out of 1,2,"Kundrathur, Pallavaram Kundrathur Main Road",1,2,0,1,2,1.0,1.0,1060
2022-06-23,0,15000,1900,3 out of 4,1,Kailasapuram-Mylapore,1,1,1,1,2,3.0,4.0,901
2022-07-03,1,8000,600,1 out of 2,1,"Rajakilpakkam, Selaiyur",1,1,1,1,2,1.0,2.0,1627
2022-06-02,0,7000,500,Ground out of 1,2,Selaiyur,1,2,1,1,2,0.0,1.0,1804
2022-07-08,0,9000,550,1 out of 2,2,Pammal,1,2,1,1,2,1.0,2.0,1477
2022-07-08,1,9800,1200,Ground out of 4,2,Medavakkam,1,2,1,2,2,0.0,4.0,1251
2022-05-05,2,14500,1107,4 out of 4,1,sspdl Mayfair,1,1,1,2,2,4.0,4.0,2227
2022-07-10,0,15000,550,9 out of 15,1,Iyyappanthangal,1,1,1,1,0,9.0,15.0,809
2022-07-10,1,22000,1150,4 out of 9,1,Iyyappanthangal,1,1,1,2,0,4.0,9.0,809
2022-05-22,1,9000,600,Ground out of 2,2,"Subramaniya Swamy Nagar, Valasaravakkam, Arcot Road",1,2,1,2,2,0.0,2.0,1913
2022-05-06,2,18000,1235,1 out of 2,2,Perambur,1,1,1,2,2,1.0,2.0,1520
2022-05-25,0,8500,600,Ground out of 3,2,Tharamani,1,2,1,2,2,0.0,3.0,1984
2022-07-06,0,6500,400,Ground out of 2,2,"Perungalathur, Chennai Bypass Road",1,1,1,2,2,0.0,2.0,1524
2022-07-10,2,40000,1400,3 out of 5,1,Nandambakkam,1,1,1,3,0,3.0,5.0,1343
2022-05-03,2,17000,800,2 out of 2,1,Royapettah,1,2,1,2,2,2.0,2.0,1708
2022-06-18,1,12000,700,1 out of 2,2,Maduravoyal,1,2,1,2,2,1.0,2.0,1154
2022-06-24,1,30000,900,2 out of 4,1,Anna Nagar,1,1,1,2,2,2.0,4.0,119
2022-06-22,0,4000,400,2 out of 3,2,Rani Anna Nagar,1,2,1,1,2,2.0,3.0,1661
2022-06-02,1,14000,850,2 out of 3,2,Banu Nagar,1,0,1,2,2,2.0,3.0,233
2022-07-06,2,25000,1415,4 out of 13,2,G S T Road,1,0,1,2,2,4.0,13.0,586
2022-05-13,0,8000,281,Ground out of 1,1,Thiruvanmiyur,1,2,1,1,2,0.0,1.0,1995
2022-06-02,0,12500,600,2 out of 4,2,Arumbakkam,1,0,1,1,2,2.0,4.0,141
2022-05-24,4,100000,6000,9 out of 12,2,Navalur,1,1,1,4,0,9.0,12.0,1359
2022-06-24,1,14000,1050,1 out of 1,1,Perambur,1,2,0,2,2,1.0,1.0,1520
2022-06-22,0,7500,390,Ground out of 1,1,"Bharath Nagar, Porur",1,2,1,1,2,0.0,1.0,290
2022-05-22,2,17500,950,4 out of 4,1,chettipunniyam,1,1,1,2,2,4.0,4.0,2170
2022-05-20,2,27000,1500,3 out of 4,1,Sholinganallur,1,1,2,3,2,3.0,4.0,1849
2022-05-16,1,16500,200,2 out of 2,1,"Purasawalkam, PH Road",1,2,1,2,2,2.0,2.0,1575
2022-05-23,1,12000,926,2 out of 3,2,Madipakkam,1,1,1,2,2,2.0,3.0,1152
2022-07-08,2,45000,1700,3 out of 3,1,Gandhi Nagar Adyar,1,1,0,3,2,3.0,3.0,600
2022-07-06,1,15000,1068,1 out of 2,1,"Kamakoti Nagar, Pallikaranai",1,1,2,2,2,1.0,2.0,923
2022-05-15,2,14000,1800,Ground out of 2,1,"TTK Nagar, Tambaram",1,1,2,3,2,0.0,2.0,1951
2022-07-06,1,17000,590,Ground out of 3,1,Mambalam West,1,1,1,2,2,0.0,3.0,1195
2022-07-10,2,34999,1400,2 out of 4,1,Virugambakkam,1,1,1,3,0,2.0,4.0,2118
2022-06-18,0,7000,550,Ground out of 3,1,Mahindra World City,1,1,1,1,2,0.0,3.0,1174
2022-05-16,0,10500,520,3 out of 4,2,Semmancheri,1,1,1,1,2,3.0,4.0,1806
2022-07-08,1,15000,900,3 out of 4,2,"Valasaravakkam, Arcot Road",1,1,1,2,2,3.0,4.0,2050
2022-07-08,1,10000,700,Ground out of 3,2,Nanmangalam,1,1,1,2,2,0.0,3.0,1350
2022-06-14,0,7000,400,1 out of 2,2,Medavakkam,1,1,1,1,2,1.0,2.0,1251
2022-06-14,3,200000,2280,2 out of 3,1,Mylapore,1,1,1,4,0,2.0,3.0,1306
2022-07-04,1,12000,826,1 out of 2,2,Medavakkam,1,1,1,2,2,1.0,2.0,1251
2022-05-06,1,10000,1050,1 out of 2,2,Sembakkam,1,1,1,2,2,1.0,2.0,1805
